Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Peechha Karro,1986,114,"Comedy, Thriller",6.4,150,Pankaj Parashar,Ravi Baswani,Birbal,Iftekhar
Punnagai Mannan,1986,153,"Comedy, Drama, Romance",7.8,830,K. Balachander,Kamal Haasan,Revathi,Rekha
Pyar Ke Do Pal,1986,130,"Action, Drama",6.2,50,Rajiv Mehra,Bindu,Mithun Chakraborty,Krishan Dhawan
Pyar Kiya Hai Pyar Karenge,1986,133,"Drama, Romance",3.6,37,Vijay Reddy,Anil Kapoor,Padmini Kolhapure,Anita Raj
Qatl,1986,141,"Mystery, Thriller",7,202,R.K. Nayyar,Sanjeev Kumar,Ranjeeta Kaur,Shatrughan Sinha
Rao Saheb,1986,123,"Comedy, Drama",5.7,7,Vijaya Mehta,Arvind Gadgil,Chandrakant Gokhale,Vasant Ingle
Sajna Saath Nibhana,1986,132,Drama,4.1,9,Jwalamukhi,Danish Khan,Neelu,Nutan
Samundar,1986,144,"Action, Crime, Drama",5.5,139,Rahul Rawail,Sunny Deol,Poonam Dhillon,Anupam Kher
Sasti Dulhan Mahenga Dulha,1986,148,Drama,5.3,12,Bhappi Sonie,Mahesh Anand,Arun,Beena Banerjee
Saveray Wali Gaadi,1986,135,Drama,6.2,58,Bharathiraja,Sunny Deol,Poonam Dhillon,Prem Chopra
Shart,1986,134,"Drama, Mystery, Thriller",6.4,40,Ketan Anand,Naseeruddin Shah,Shabana Azmi,Kanwaljit Singh
Shatru,1986,157,"Action, Adventure, Crime",6.9,40,Pramod Chakravorty,Rajesh Khanna,Shabana,Ashok Kumar
Sheesha,1986,113,Drama,7.2,53,Basu Chatterjee,Mithun Chakraborty,Moon Moon Sen,Vijayendra Ghatge
Singhasan,1986,161,"Action, Adventure, Romance",5.1,14,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover
Suhagan,1986,143,Romance,6.1,43,K. Raghavendra Rao,Jeetendra,Sridevi,Padmini Kolhapure
Swati,1986,151,Drama,6.7,103,Kranthi Kumar,Shashi Kapoor,Sharmila Tagore,Meenakshi Sheshadri
Tahkhana,1986,117,"Action, Drama, Horror",5.4,169,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur,Hemant Birje
Tan-Badan,1986,115,Drama,5.1,37,Anand,Govinda,Kushboo,Jyoti Patel
Viduthalai,1986,148,Action,6.5,57,K. Vijayan,Shivaji Ganesan,Rajinikanth,Vishnuvardhan
Vikram,1986,136,"Action, Adventure, Sci-Fi",7.3,504,Rajasekar,Kamal Haasan,Sathyaraj,Ambika
Zinda Laash,1986,112,Drama,3.9,9,Manmohan Sabir,Aakash,Akashdeep,Birbal
Zindagani,1986,131,Drama,7.1,27,Prabhat Roy,Rakhee Gulzar,Mithun Chakraborty,Rati Agnihotri
7 Saal Baad,1987,127,"Drama, Horror, Musical",4.1,34,S.U. Syed,Sharmila Tagore,Suresh Oberoi,Navin Nischol
Aag Hi Aag,1987,170,Action,5.3,93,Shibu Mitra,Dharmendra,Shatrughan Sinha,Moushumi Chatterjee
Aaj,1987,116,Drama,5.5,281,Mahesh Bhatt,Raj Babbar,Smita Patil,Raj Kiran
Anjaam,1987,136,Thriller,5.3,12,T. Hariharan,Rajan Sippy,Parijat,Shashi Kapoor
Avam,1987,156,"Adventure, Mystery, Thriller",5.7,58,B.R. Chopra,Rajesh Khanna,Ashok Kumar,Smita Patil
Badhu Nirupama,1987,146,Drama,6.9,7,Jugal Debata,Isha Bebarta,Debu Bose,Anu Choudhury
Dacait,1987,158,"Action, Drama",6.5,270,Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri
Dance Dance,1987,153,"Action, Drama, Musical",6.1,267,Babbar Subhash,Mithun Chakraborty,Smita Patil,Mandakini
Debshishu,1987,100,Drama,7.5,22,Utpalendu Chakrabarty,Bijoy Dey,Noni Ganguly,Rohini Hattangadi
Deewana Tere Naam Ka,1987,97,"Drama, Romance",5,25,Deepak Bahry,Mithun Chakraborty,Vijayata Pandit,Danny Denzongpa
Dil Tujhko Diya,1987,127,Romance,5,22,Rakesh Kumar,Kumar Gaurav,Rati Agnihotri,Mala Sinha
Diljalaa,1987,140,"Action, Drama",5.1,23,Bapu,Jackie Shroff,Farha Naaz,Tanuja
Ghar Ka Sukh,1987,94,"Drama, Family",6.6,11,Kalpataru,Shoma Anand,Bharat Bhushan,Sudhir Dalvi
Hifazat,1987,136,"Drama, Family",5.4,140,Prayag Raj,Ashok Kumar,Nutan,Anil Kapoor
Himmat Aur Mehanat,1987,137,"Action, Comedy, Drama",5,43,K. Bapaiah,Jeetendra,Sridevi,Asrani
Hiraasat,1987,180,"Action, Crime, Drama",5.4,33,Surendra Mohan,Hema Malini,Shatrughan Sinha,Mithun Chakraborty
Hukumat,1987,130,"Action, Drama",6.1,140,Anil Sharma,Dharmendra,Rati Agnihotri,Shammi Kapoor
Imaandaar,1987,152,"Action, Crime, Drama",5.4,62,Sushil Malik,Vikas Anand,Birbal,Chandrashekhar
Insaniyat Ke Dushman,1987,145,Action,4.6,52,Rajkumar Kohli,Dharmendra,Shatrughan Sinha,Anita Raj
Itihaas,1987,138,"Drama, Family",5,34,V. Joshi,Raaj Kumar,Shabana Azmi,Rati Agnihotri
Jaan Hatheli Pe,1987,160,Action,5.6,48,Raghunath Jhalani,Dharmendra,Jeetendra,Hema Malini
Jalwa,1987,134,"Action, Thriller",6.6,149,Pankaj Parashar,Naseeruddin Shah,Archana Puran Singh,Tejeshwar Singh
Jawab Hum Denge,1987,135,Action,5.6,37,Vijay Reddy,Jackie Shroff,Sridevi,Shatrughan Sinha
Kaadhal Parisu,1987,143,"Drama, Romance",6.1,97,A. Jagannathan,Kamal Haasan,Radha,Ambika
Kaamaagni,1987,134,"Drama, Music",4.6,7,Ashok Kumar,Sushma Ahuja,Tina Ambani,Leena Das
Kaash,1987,140,Drama,6.3,197,Mahesh Bhatt,Jackie Shroff,Dimple Kapadia,Master Makrand
Kaun Jeeta Kaun Haara,1987,119,"Comedy, Drama",5.9,29,Rakesh Kumar,Tinnu Anand,Amitabh Bachchan,Bhavana Balsawar
Khudgarz,1987,158,Drama,5.8,293,Rakesh Roshan,Jeetendra,Shatrughan Sinha,Bhanupriya
Kudrat Ka Kanoon,1987,150,Mystery,5.1,46,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
Loha,1987,153,"Action, Drama, Thriller",6,217,Raj N. Sippy,Dharmendra,Shatrughan Sinha,Karan Kapoor
Mahananda,1987,130,Romance,7.6,21,Mohan Kavia,Moushumi Chatterjee,Farooq Shaikh,Shreeram Lagoo
Majaal,1987,180,Drama,5.1,32,K. Bapaiah,Sadashiv Amrapurkar,Vikas Anand,Asrani
Marte Dam Tak,1987,155,"Action, Drama",4.9,108,Mehul Kumar,Raaj Kumar,Govinda,Farha Naaz
Mohre,1987,104,"Drama, Mystery",5.3,75,Raghuvir Kul,Nana Patekar,Madhuri Dixit,Sadashiv Amrapurkar
Mr. India,1987,179,"Action, Comedy, Drama",7.8,14451,Shekhar Kapur,Anil Kapoor,Sridevi,Amrish Puri
Mr. X,1987,120,Fantasy,7,5,Khwaja Ahmad Abbas,Amol Palekar,Shabana Azmi,Tom Alter
Muqaddar Ka Faisla,1987,171,"Action, Comedy, Drama",4.8,48,Prakash Mehra,Raaj Kumar,Rakhee Gulzar,Raj Babbar
Naam O Nishan,1987,129,"Thriller, Action",4.3,34,Ajay Kashyap,Shashi Kapoor,Sanjay Dutt,Amrita Singh
Param Dharam,1987,125,"Action, Crime, Drama",5.9,22,Swaroop Kumar,Rakesh Bedi,Mithun Chakraborty,Moushumi Chatterjee
Permission,1987,137,"Drama, Musical, Romance",8.3,1391,Gulzar,Rekha,Naseeruddin Shah,Anuradha Patel
Pratighaat,1987,164,"Action, Crime, Drama",7,71,N. Chandra,Sujata Mehta,Arvind Kumar,Charan Raj
Pyaar Karke Dekho,1987,144,"Drama, Family",6.4,58,D. Rajendra Babu,Govinda,Mandakini,Kader Khan
Pyar Ke Kabil,1987,187,"Drama, Family, Romance",5.6,51,Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev
Pyar Ki Jeet,1987,146,"Comedy, Drama, Musical",7.4,37,Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha
Raat Ke Andhere Mein,1987,110,"Horror, Mystery",4.3,9,Vinod Talwar,Javed Khan,Deepika Chikhalia,Dipika
Sindoor,1987,162,"Comedy, Drama",5.1,113,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari
Superman,1987,123,"Action, Adventure, Sci-Fi",4.5,301,B. Gupta,Puneet Issar,Sonia Sahni,Dharmendra
Susman,1987,140,Drama,7.3,26,Shyam Benegal,Shabana Azmi,Om Puri,Kulbhushan Kharbanda
Thikana,1987,138,"Crime, Drama",5.5,76,Mahesh Bhatt,Smita Patil,Anil Kapoor,Amrita Singh
Uttar Dakshin,1987,155,"Action, Drama",4.2,101,Prabhat Khanna,Rajinikanth,Jackie Shroff,Bharathi
Watan Ke Rakhwale,1987,149,"Action, Drama, Thriller",5.7,108,Rama Rao Tatineni,Sunil Dutt,Dharmendra,Mithun Chakraborty
7 Bijliyaan,1988,126,Action,5,7,Raju Saigal,Tina Ambani,Shoma Anand,Krishan Dhawan
Aag Ke Sholay,1988,138,"Action, Thriller",3.4,7,S.R. Pratap,Bipasha,Hemant Birje,Sudhir Dalvi
Aaj Ke Angaarey,1988,128,"Action, Drama",5,26,Babbar Subhash,Vinod K. Verma,Hemant Birje,Archana Puran Singh
Aakhri Adaalat,1988,148,"Action, Thriller",5.2,78,Rajiv Mehra,Vinod Khanna,Dimple Kapadia,Jackie Shroff
Agnee,1988,153,"Action, Drama, Romance",5.1,29,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh
Aryan,1988,181,"Action, Drama",7,283,Priyadarshan,Mohanlal,Ramya Krishnan,Bob Christo
Aurat Teri Yehi Kahani,1988,149,Drama,4.2,16,Mohanji Prasad,Shoma Anand,Vikas Anand,Raj Babbar
Bhayaanak Mahal,1988,113,Horror,3.4,8,Baby,Babu Antony,Ravi,Jaya Rekha
Biwi Ho To Aisi,1988,149,"Comedy, Drama",5.8,857,J.K. Bihari,Rekha,Farooq Shaikh,Bindu
Commando,1988,149,"Action, Drama, Romance",4.2,171,Babbar Subhash,Mithun Chakraborty,Mandakini,Hemant Birje
Dariya Dil,1988,146,Drama,5.1,191,K. Ravi Shankar,Govinda,Kimi Katkar,Roshni
Dayavan,1988,173,"Action, Crime, Drama",6.5,548,Feroz Khan,Vinod Khanna,Feroz Khan,Amala Akkineni
Do Waqt Ki Roti,1988,110,Action,6.4,24,Satpal,Feroz Khan,Sanjeev Kumar,Reena Roy
Falak (The Sky),1988,166,"Action, Crime, Drama",6,45,Shashilal K. Nair,Rakhee Gulzar,Jackie Shroff,Shekhar Kapur
Gangaa Jamunaa Saraswathi,1988,187,"Action, Drama, Romance",4.6,581,Manmohan Desai,Amitabh Bachchan,Mithun Chakraborty,Jaya Prada
Ghar Ghar Ki Kahani,1988,155,"Comedy, Drama",4.9,207,Kalpataru,Govinda,Farha Naaz,Rishi Kapoor
Ghar Mein Ram Gali Mein Shyam,1988,136,"Drama, Family, Action",4.7,43,Subhash Sonik,Beena Banerjee,Rita Bhaduri,Govinda
Gunahon Ka Faisla,1988,169,Action,4.9,14,Shibu Mitra,Shatrughan Sinha,Dimple Kapadia,Chunky Panday
Guru Sishyan,1988,139,"Action, Comedy",7.1,382,S.P. Muthuraman,Rajinikanth,Prabhu,Gautami
Hatya,1988,151,"Action, Crime, Drama",6.9,390,Kirti Kumar,Govinda,Neelam Kothari,Raj Kiran
Hero Hiralal,1988,146,"Action, Comedy, Drama",6.2,263,Ketan Mehta,V. Menon,Naseeruddin Shah,Sanjana Kapoor
Hitler,1988,138,"Action, Crime, Drama",5.4,53,T.L.V. Prasad,Mithun Chakraborty,Shilpa Shirodkar,Manek Bedi
Hum To Chale Pardes,1988,137,Drama,5.8,19,Ravindra Peepat,Shashi Kapoor,Mandakini,Rajiv Kapoor
Kabrastan,1988,135,Horror,3.7,27,Mohan Bhakri,Hemant Birje,Kamna,Javed Khan
Kabzaa,1988,143,"Action, Crime, Drama",5.9,185,Mahesh Bhatt,Raj Babbar,Sanjay Dutt,Amrita Singh
Kanwarlal,1988,150,"Action, Drama",4.6,18,S.S. Ravichandra,Salma Agha,Arjun,Raj Babbar
Kasam,1988,157,"Action, Drama, Romance",5.1,53,Umesh Mehra,Master Bunty,Sudhir Dalvi,Ketki Dave
Khatron Ke Khiladi,1988,156,"Action, Drama",4.8,181,Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
Khoon Bhari Maang,1988,172,"Drama, Thriller, Action",6.6,1024,Rakesh Roshan,Rekha,Kabir Bedi,Sonu Walia
Libaas,1988,137,Drama,8.2,37,Gulzar,Shabana Azmi,Utpal Dutt,Naseeruddin Shah
Main Zinda Hoon,1988,120,Drama,7.8,51,Sudhir Mishra,Suresh Bhagwat,Rajendra Gupta,Ali Haider
Mera Shikar,1988,141,Action,3.9,7,Keshu Ramsay,Dimple Kapadia,Kabir Bedi,Danny Denzongpa
Mere Baad,1988,140,Drama,6.6,30,Vishwamitra,Maya Alagh,Beena Banerjee,Anil Dhawan
Mukthi,1988,142,Drama,7,27,I.V. Sasi,Mammootty,Rahman,Chitra
Mulzim,1988,156,Drama,4.8,25,K.S.R. Das,Jeetendra,Hema Malini,Shatrughan Sinha
Om Dar-B-Dar,1988,101,Drama,7.1,438,Kamal Swaroop,Anita Kanwar,Gopi Desai,Lalit Tiwari
Paap Ki Duniya,1988,168,"Action, Drama, Romance",5,103,Shibu Mitra,Sunny Deol,Neelam Kothari,Pran
Paap Ko Jalaa Kar Raakh Kar Doonga,1988,153,Crime,5.4,67,K.R. Reddy,Dharmendra,Govinda,Anita Raj
Pestonjee,1988,125,"Comedy, Drama",7.1,206,Vijaya Mehta,Shabana Azmi,Cyprus Dastoor,Dady Dustoor
Pyar Ka Mandir,1988,148,"Drama, Family",6.5,96,K. Bapaiah,Mithun Chakraborty,Madhavi,Bharat Bhushan
Qatil,1988,135,"Crime, Drama, Mystery",6,25,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor
Qayamat Se Qayamat Tak,1988,162,"Drama, Musical, Romance",7.5,10497,Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor
Ram-Avtar,1988,170,"Action, Drama, Romance",4.5,201,Sunil Hingorani,Sunny Deol,Anil Kapoor,Sridevi
Return of Robin Hood,1988,80,Drama,7,27,Tapan Sinha,Anil Chatterjee,Utpal Dutt,Rabi Ghosh
Rihaee,1988,158,Drama,6.7,75,Aruna Raje,Vinod Khanna,Hema Malini,Naseeruddin Shah
Rolling in Money,1988,139,Comedy,6.9,365,Kawal Sharma,Naseeruddin Shah,Poonam Dhillon,Mandakini
Sagar Sangam,1988,120,Drama,6.4,27,Dulal Guha,Mithun Chakraborty,Shatrughan Sinha,Padmini Kolhapure
Salaam Bombay!,1988,113,"Crime, Drama",8,8801,Mira Nair,Shafiq Syed,Anjaan,Amrit Patel
Shahenshah,1988,175,"Action, Adventure",6.3,1945,Tinnu Anand,Amitabh Bachchan,Meenakshi Sheshadri,Rohini Hattangadi
Shiva Shakti,1988,153,"Action, Crime, Drama",4.7,29,Anand,Shatrughan Sinha,Govinda,Anita Raj
Shoorveer,1988,147,Drama,5,8,Shyam Ralhan,Rajan Sippy,Mandakini,Deepti Naval
Sone Pe Suhaaga,1988,163,"Action, Family",4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan
Soorma Bhopali,1988,153,Comedy,5.6,60,Jagdeep,Jagdeep,Agha,Amitabh Bachchan
Tamacha,1988,165,"Action, Romance",4,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh
Tezaab,1988,173,"Action, Drama, Romance",7,2026,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher
The Deceivers,1988,102,"Adventure, Crime, Drama",6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
Tohfa Mohabbat Ka,1988,150,"Drama, Romance",5.5,30,Ram Govind,Preeti Ganguli,Ram Govind,Govinda
Trishagni,1988,114,Drama,7.3,63,Nabendu Ghosh,Nana Patekar,Pallavi Joshi,Alok Nath
Vaishali,1988,133,"Musical, Drama, Romance",7.7,373,Bharathan,Sanjay Mitra,Suparna Anand,Geetha
Veerana,1988,135,"Action, Drama, Horror",6.6,718,Shyam Ramsay,Tulsi Ramsay,Jasmin,Hemant Birje
Vijay,1988,172,"Action, Drama, Romance",5.6,219,Yash Chopra,Anil Kapoor,Rajesh Khanna,Rishi Kapoor
Waaris,1988,150,Drama,6.7,142,Ravindra Peepat,Smita Patil,Amrita Singh,Raj Babbar
Waqt Ki Awaz,1988,156,"Action, Crime, Drama",6.3,97,K. Bapaiah,Vikas Anand,Asrani,Mithun Chakraborty
Yateem,1988,173,"Action, Drama",6.3,197,J.P. Dutta,Sunny Deol,Farha Naaz,Danny Denzongpa
Zakhmi Aurat,1988,132,"Drama, Thriller",6.2,59,Avtar Bhogal,Dimple Kapadia,Raj Babbar,Anupam Kher
Zalzala,1988,169,"Action, Adventure",6,78,Harish Shah,Dharmendra,Karan Kapoor,Shatrughan Sinha
Zindagi Ek Safar,1988,120,"Documentary, Biography, Musical",8.2,33,Sandip Ray,Kishore Kumar,Amitabh Bachchan,Asha Bhosle
Aag Se Khelenge,1989,151,Action,5,52,Subhash Ghai,Bhaskar Shetty,Jeetendra,Anil Kapoor
Aakhri Baazi,1989,149,"Action, Drama, Family",4.1,53,Ashim S. Samanta,Shatrughan Sinha,Moushumi Chatterjee,Govinda
Aakhri Badla,1989,120,"Action, Crime, Drama",5,21,Mangal Chakravarty,Tom Alter,Yogeeta Bali,Abhi Bhattacharya
Aakhri Ghulam,1989,171,"Action, Crime, Drama",4.9,34,Shibu Mitra,Mithun Chakraborty,Sonam,Anupam Kher
Abhimanyu,1989,168,"Action, Comedy, Drama",4.6,28,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon
Akhri Muqabla,1989,132,"Action, Drama",5.3,13,Sudesh Issar,Shashi Kapoor,Rajan Sippy,Suresh Oberoi
Anokha Aspatal,1989,91,Comedy,6.3,13,Mukesh Sharma,Ankur,Ajay Chadha,Paintal
Bade Ghar Ki Beti,1989,138,Drama,6,66,Kalpataru,Shammi Kapoor,Rishi Kapoor,Meenakshi Sheshadri
Bagh Bahadur,1989,91,Drama,7.7,72,Buddhadev Dasgupta,Pawan Malhotra,M.V. Vasudeva Rao,Archana
Batwara,1989,201,"Action, Drama",6.3,206,J.P. Dutta,Dharmendra,Vinod Khanna,Dimple Kapadia
Bees Saal Baad,1989,141,"Horror, Mystery",5.1,156,Rajkumar Kohli,Mithun Chakraborty,Dimple Kapadia,Meenakshi Sheshadri
Bhrashtachar,1989,153,"Action, Crime, Drama",4.6,119,Ramesh Sippy,Rekha,Mithun Chakraborty,Anupam Kher
Billoo Baadshah,1989,148,"Action, Crime, Drama",4.5,41,Sisir Misra,Shatrughan Sinha,Anita Raj,Govinda
Chaalbaaz,1989,155,"Action, Comedy, Drama",6.8,1489,Pankaj Parashar,Sridevi,Sunny Deol,Rajinikanth
Chandni,1989,186,"Drama, Musical, Romance",6.8,1657,Yash Chopra,Sridevi,Rishi Kapoor,Vinod Khanna
Clerk,1989,165,"Action, Crime, Drama",2.3,126,Manoj Kumar,Manoj Kumar,Ashok Kumar,Rajendra Kumar
Dhruvanakshatram,1989,147,"Action, Drama",8.1,90,Y. Nageswara Rao,Mohan Babu,Brahmanandam,Venkatesh Daggubati
Didi,1989,59,"Drama, Family",7.6,7,Tapan Sinha,Gyanesh Mukherjee,Deepti Naval,Ritesh Talwar
Do Qaidi,1989,158,"Action, Thriller",4.4,104,Ajay Kashyap,Sanjay Dutt,Govinda,Farha Naaz
Dost,1989,162,Action,5.2,36,K. Muralimohana Rao,Mithun Chakraborty,Amala Akkineni,Vikas Anand
Eeshwar,1989,147,"Drama, Musical, Family",7.2,455,K. Viswanath,Rajesh Malik,Anil Kapoor,Vijayshanti
Ek Din Achanak,1989,105,Drama,7.1,257,Mrinal Sen,Shabana Azmi,Shreeram Lagoo,Aparna Sen
Farz Ki Jung,1989,139,Drama,4.3,37,R.P. Swamy,Shashi Kapoor,Govinda,Neelam Kothari
Gair Kaanooni,1989,152,"Action, Comedy, Drama",5.3,90,Prayag Raj,Sridevi,Govinda,Kimi Katkar
Gawaahi,1989,111,Mystery,5.6,36,Anant Balani,Zeenat Aman,Vikram Gokhale,Ashutosh Gowariker
Gentleman,1989,139,"Comedy, Crime, Musical",4.9,42,Vinod K. Verma,Govinda,Anuradha Patel,Shakti Kapoor
Ghar Ka Chiraag,1989,158,Drama,5.9,65,Sikander Bharti,Rajesh Khanna,Neelam Kothari,Chunky Panday
Goonj,1989,142,"Action, Drama, Musical",5.8,44,Jalal Agha,Kumar Gaurav,Juhi Chawla,Tinnu Anand
Guru,1989,174,Crime,5.5,113,Umesh Mehra,Mithun Chakraborty,Sridevi,Shakti Kapoor
Hathyar,1989,140,"Action, Crime",6,269,J.P. Dutta,Sangeeta Bijlani,Dharmendra,Sanjay Dutt
Hum Bhi Insaan Hain,1989,149,"Action, Crime, Drama",5.8,37,Manivannan,Sanjay Dutt,Jackie Shroff,Neelam Kothari
Ilaaka,1989,161,"Action, Drama",4.7,147,Aziz Sejawal,Mithun Chakraborty,Sanjay Dutt,Madhuri Dixit
Indrudu Chandrudu,1989,158,"Comedy, Drama",7.2,293,Suresh Krishna,Kamal Haasan,Vijayshanti,Charan Raj
Jaadugar,1989,173,"Comedy, Fantasy",4.1,484,Prakash Mehra,Amitabh Bachchan,Jaya Prada,Amrita Singh
Jaaydaad,1989,129,"Crime, Drama",4.2,16,Dilip Naik,Shashi Kapoor,Raj Babbar,Madhavi
Jaisi Karni Waisi Bharni,1989,168,"Comedy, Drama",5.6,223,Vimal Kumar,Govinda,Kimi Katkar,Kader Khan
Jawani Ke Gunah,1989,120,Drama,4.6,8,S.R. Pratap,Rakesh Bedi,Sahila Chaddha,Tina Ghai
Joshilaay,1989,107,"Action, Drama, Western",5.7,265,Sibte Hassan Rizvi,Sunny Deol,Anil Kapoor,Sridevi
Jung Baaz,1989,143,"Action, Crime",5.6,75,Mehul Kumar,Govinda,Danny Denzongpa,Prem Chopra
Jurrat,1989,146,"Action, Crime",4.6,23,David Dhawan,Shatrughan Sinha,Kumar Gaurav,Amala Akkineni
Kaanoon Ki Awaaz,1989,127,"Action, Crime",3.8,10,P. Chandrasekhar,R. Kumar,Balwant Dullat,Shatrughan Sinha
Kahan Hai Kanoon,1989,131,Action,6.9,7,Deepak Balraj Vij,Sadashiv Amrapurkar,Anand Balraj,Sudhir Dalvi
Kala Bazaar,1989,160,"Action, Drama",5.5,203,Rakesh Roshan,Anil Kapoor,Jackie Shroff,Farha Naaz
Kamla Ki Maut,1989,95,Drama,7.2,212,Basu Chatterjee,Pankaj Kapur,Supriya Pathak,Roopa Ganguly
Kanoon Apna Apna,1989,162,"Action, Crime, Drama",5.6,146,Gopal B.,Dilip Kumar,Nutan,Sanjay Dutt
Khayal Gatha,1989,103,"Drama, Music",6.6,34,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khoj,1989,113,"Mystery, Thriller",7.1,272,Keshu Ramsay,Rishi Kapoor,Naseeruddin Shah,Kimi Katkar
Khooni Murdaa,1989,127,Horror,4.1,39,Mohan Bhakri,Deepak Parashar,Javed Khan,Sripradha
Lashkar,1989,176,"Action, Crime, Drama",5.8,43,Jagdish Kadar,Kader Kashmiri,Dev Anand,Javed Jaffrey
Love Love Love,1989,146,"Drama, Romance",5.5,867,Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover
Mahaadev,1989,131,"Action, Drama",5.7,36,Raj N. Sippy,Vinod Khanna,Meenakshi Sheshadri,Raj Babbar
Main Azaad Hoon,1989,160,Drama,7.2,699,Tinnu Anand,Amitabh Bachchan,Shabana Azmi,B.M. Shah
Mera Naseeb,1989,150,Drama,4.1,7,S. Karnam,Rohan Kapoor,Anuradha Patel,Sahil Vaid
Meri Zabaan,1989,149,"Action, Crime, Drama",5.7,16,Shibu Mitra,Shashi Kapoor,Mithun Chakraborty,Vinod Mehra
Miss Pamela,1989,102,Drama,4.5,6,Kottayam Chellappan,Kollam Ajith,Lalu Alex,Suresh Gopi
Mitti Aur Sona,1989,163,"Action, Drama",4.7,35,Shiv Kumar,Chunky Panday,Neelam Kothari,Sonam
Nache Nagin Gali Gali,1989,131,Horror,4.8,27,Mohanji Prasad,Meenakshi Sheshadri,Nitish Bharadwaj,Sadashiv Amrapurkar
Nigahen: Nagina Part II,1989,140,"Drama, Family, Fantasy",5.2,295,Harmesh Malhotra,Sunny Deol,Sridevi,Anupam Kher
Nishane Bazi,1989,139,"Action, Adventure, Crime",2.9,10,V. Menon,Sumeet Saigal,Sripradha,Sneha
Oonch Neech Beech,1989,126,"Drama, Family",6.4,11,Wasi Khan,Prayag Raj,Sanjeev Kumar,Shabana Azmi
Paraya Ghar,1989,125,"Drama, Family",6.2,28,Kalpataru,Rishi Kapoor,Jaya Prada,Raj Babbar
Parinati,1989,125,Drama,7.2,53,Prakash Jha,Basant Josalkar,Surekha Sikri,Sudhir Kulkarni
Parinda,1989,154,"Action, Crime, Drama",7.8,3168,Vidhu Vinod Chopra,Jackie Shroff,Anil Kapoor,Nana Patekar
Prem Pratigyaa,1989,156,"Drama, Romance",5.9,230,Bapu,Mithun Chakraborty,Madhuri Dixit,Vinod Mehra
Purani Haveli,1989,139,Horror,5.2,250,Shyam Ramsay,Tulsi Ramsay,Deepak Parashar,Amita Nangia
Raakh,1989,153,"Action, Crime, Drama",7.5,1095,Aditya Bhattacharya,Aamir Khan,Supriya Pathak,Pankaj Kapur
Ram Lakhan,1989,174,"Action, Comedy, Drama",6.8,2406,Subhash Ghai,Rakhee Gulzar,Jackie Shroff,Anil Kapoor
Rudranetra,1989,126,"Action, Crime, Thriller",6.5,71,K. Raghavendra Rao,Chiranjeevi,Brahmanandam,Nuthan Prasad
Saaya,1989,180,Horror,5.1,15,Keshu Ramsay,Shatrughan Sinha,Poonam Dhillon,Danny Denzongpa
Sachai Ki Taqat,1989,135,"Action, Drama",4.5,39,Rama Rao Tatineni,Bob Christo,Dharmendra,Govinda
Salim Langde Pe Mat Ro,1989,111,"Crime, Drama",7.6,456,Saeed Akhtar Mirza,Pawan Malhotra,Makrand Deshpande,Ashutosh Gowariker
Santosh,1989,146,"Drama, Family",6.7,37,Balbir Wadhawan,Manoj Kumar,Nirupa Roy,Rakhee Gulzar
Shiva,1989,161,"Action, Crime, Drama",8.1,3399,Ram Gopal Varma,Nagarjuna Akkineni,Amala Akkineni,Raghuvaran
Sikka,1989,180,"Action, Drama",4.5,35,K. Bapaiah,Mahesh Anand,Asrani,Brahmachari
Souten Ki Beti,1989,136,"Drama, Family",5.3,55,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada
State Rowdy,1989,147,"Action, Crime, Drama",6.3,104,Gopal B.,Chiranjeevi,Bhanupriya,Jayamalini
Tere Bina Kya Jeena,1989,127,Family,5.1,13,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen
The Announcement of War,1989,149,Action,5.7,81,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh
Toofan,1989,174,"Action, Crime",4.9,719,Ketan Desai,Amitabh Bachchan,Meenakshi Sheshadri,Amrita Singh
